,제목,별점,사람,기타정보,상영시간
37894,아적대구부모,0,0,['2004 ・ 홍콩'],1시간 40분
37895,극한직업,4.0,48만,['2018 ・ 코미디 ・ 한국'],
37896,,0,0,[],
37897,,0,0,[],
37898,잡초,3.4,34,['1987 ・ 드라마 ・ 미국'],1시간 55분
37900,빨간머리 앤: 그린게이블로 가는 길,3.8,3만,['2010 ・ 애니메이션 ・ 일본'],
37901,,0,0,[],
37902,하이크,2.4,98,['2011 ・ 공포 ・ 영국'],
37918,정글의 법칙,4.0,1,['1995 ・ 액션 ・ 캐나다'],1시간 38분
37925,당신,2.0,7,['2012 ・ 다큐멘터리 ・ 한국'],12분
37929,The Mother Grain,0,0,['2014 ・ 다큐멘터리'],
37937,김치,3.7,"2,082",['2011 ・ 드라마 ・ 한국'],2분
37939,,0,0,[],
37944,밤,3.3,41,['2012 ・ 드라마 ・ 한국'],22분
37945,우리의 마지막 여름,0,0,['2014 ・ 드라마 ・ 한국'],1시간 27분
37956,,0,0,[],
37957,극장판 코드기어스 망국의 아키토 제1장 - 익룡이 내려오다,3.0,154,['2012 ・ 전쟁 ・ 일본'],51분
37958,,0,0,[],
37959,메가 파이톤 VS 게토로이드,1.6,108,['2011 ・ 액션 ・ 미국'],
37963,페어리,3.2,"4,040",['2011 ・ 로맨틱코미디 ・ 프랑스 ・ 벨기에'],
37964,마마,2.8,2만,['2013 ・ 공포 ・ 스페인 ・ 캐나다'],
37965,,0,0,[],
37969,"그 놈, 그녀를 만나다",3.4,"5,036",['2012 ・ 드라마 ・ 대만'],1시간 25분
37971,360,3.2,624,['2011 ・ 드라마 ・ 영국 ・ 오스트리아 ・ 프랑스 ・ 캐나다 ・ 브라질 ・ 미국'],1시간 50분
37972,크로즈 썸,3.2,662,['2012 ・ 드라마 ・ 일본'],2시간 40분
37974,극장판 임협 헬퍼,3.3,533,['2012 ・ 드라마 ・ 일본'],2시간 14분
37976,투파키,4.5,6,['2012 ・ 액션 ・ 인도'],2시간 30분
37977,크리스마스 스타2,3.2,53,['2012 ・ 코미디 ・ 영국'],1시간 45분
37979,캐피탈,2.8,2,['2012 ・ 드라마 ・ 프랑스'],1시간 54분
37980,잡 탁 헤이 자안,3.5,197,['2012 ・ 로맨스 ・ 인도'],2시간 56분
37982,트라이어드,2.5,3,['2012 ・ 액션 ・ 홍콩'],
37984,리멤버,3.5,"2,799",['2011 ・ 드라마 ・ 독일'],
37986,살인 이론,2.5,"1,307",['2009 ・ 공포 ・ 미국'],
37988,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,3.3,2만,['2013 ・ 애니메이션 ・ 일본'],1시간 35분
37997,위대한 유산,3.3,"1,766",['2013 ・ 드라마 ・ 영국'],1시간 54분
37999,,0,0,[],
38000,퍼즐 러브,2.9,71,['2011 ・ 로맨스 ・ 스페인'],1시간 14분
38001,Aida,0,0,['2006 ・ 음악'],2시간 32분
38013,,0,0,[],
38018,,0,0,[],
38022,F.B.I. 프로그 벗헤드 인베스티게이터스,0,0,['2012 ・ 코미디 ・ 프랑스'],1시간 30분
38024,"Monsters, Inc.3D",0,0,['2013'],1시간 32분
38025,북극의 후예 이누크,3.3,94,['2010 ・ 모험 ・ 그린랜드 ・ 프랑스'],
38029,잭 더 자이언트 킬러,2.9,9만,['2013 ・ 판타지 ・ 미국'],1시간 54분
38042,,0,0,[],
38046,Mes héros,0,0,['2012 ・ 코미디 ・ 프랑스'],
38048,,0,0,[],
38050,극장판 야왕,0,0,['2013 ・ 드라마 ・ 한국'],1시간 46분
38052,그들만의 부모 가이드,3.2,145,['2012 ・ 코미디 ・ 미국'],
38054,다이하드: 굿 데이 투 다이,3.3,11만,['2013 ・ 액션 ・ 미국'],
38055,,0,0,[],
38057,시크릿,3.0,3만,['2009 ・ 드라마 ・ 한국'],
38058,,0,0,[],
38059,,0,0,[],
38060,,0,0,[],
38063,,0,0,[],
38064,헨젤과 그레텔 : 마녀 사냥꾼,3.0,5만,['2013 ・ 액션 ・ 미국 ・ 독일'],
38065,,0,0,[],
38066,글래디에이터: 로마 영웅 탄생의 비밀,2.5,972,['2013 ・ 애니메이션 ・ 이탈리아'],1시간 34분
38074,팔도강산 2,3.0,11,['1968 ・ 한국'],
38076,디 아더 맨,2.9,"1,500",['2008 ・ 드라마 ・ 영국 ・ 미국'],1시간 28분
38077,,0,0,[],
38081,테니스의 왕자 극장판: 아토베로부터의 선물,3.4,599,['2005 ・ 스포츠 ・ 일본'],
38083,7급 공무원,3.1,59만,['2009 ・ 코미디 ・ 한국'],
38086,레전드 오브 더 T-도그,2.7,9,['2012 ・ 판타지 ・ 대만'],1시간 46분
38101,스피드 엔젤,2.3,84,['2011 ・ 로맨스 ・ 일본 ・ 한국 ・ 중국'],
38102,삼총사 : 용감한 친구들,3.1,193,['2011 ・ 애니메이션 ・ 이탈리아 ・ 한국'],
38108,3 AM,2.2,24,['2012 ・ 공포 ・ 태국'],
38111,더 스트롤러 스트래터지,3.0,13,['2012 ・ 코미디 ・ 프랑스'],1시간 30분
38112,수호지 천하호걸 고대수,1.6,14,['2011 ・ 액션 ・ 중국'],1시간 30분
38119,,0,0,[],
38121,,0,0,[],
38122,,0,0,[],
38125,7번째 아들,2.1,"4,435",['2015 ・ 판타지 ・ 캐나다 ・ 영국 ・ 미국'],1시간 42분
38129,300: 제국의 부활,3.2,12만,['2014 ・ 액션 ・ 미국'],
38131,로열 오페라 하우스 라이브 시네마 시즌2019/20: 콘체르토 / 수수께끼변주 / 레이몬다 3막,0,0,['2019 ・ 공연실황 ・ 영국'],
38133,고혹자 2 - 맹룡과강,3.3,87,['1996 ・ 액션 ・ 홍콩'],1시간 39분
38135,극장판 헌터X헌터 : 팬텀루즈,3.3,"5,407",['2013 ・ 애니메이션 ・ 일본'],
38136,고스트 라이더 3D : 복수의 화신,2.8,6만,['2011 ・ 액션 ・ 미국 ・ 아랍 에미레이트 연합'],
38140,비포 미드나잇,3.9,16만,['2013 ・ 드라마 ・ 미국'],1시간 48분
38145,파커,3.1,"6,973",['2013 ・ 액션 ・ 미국'],
38146,무비 43,2.8,2만,['2013 ・ 코미디 ・ 미국'],
38147,파워레인저 고버스터즈 VS 캡틴포스,3.4,121,['2013 ・ 액션 ・ 일본'],1시간 14분
38148,폴레트의 수상한 베이커리,3.8,"9,781",['2012 ・ 드라마 ・ 프랑스'],
38149,동경가족,3.6,1만,['2012 ・ 드라마 ・ 일본'],
38151,,0,0,[],
38156,,0,0,[],
38158,원피스 필름: 제트,3.7,2만,['2012 ・ 애니메이션 ・ 일본'],1시간 48분
38172,,0,0,[],
38174,웜 바디스,3.3,45만,['2013 ・ 코미디 ・ 미국 ・ 캐나다'],
38175,맥스즈 라스트 챈스!,0,0,['2013 ・ 미국'],6분
38176,El que manda... vive enfrente (1930-1934),0,0,['1992 ・ 다큐멘터리'],
38177,스트로베리 나이트 극장판,3.2,"1,089",['2013 ・ 드라마 ・ 일본'],2시간 7분
38181,디테일스,3.1,"2,451",['2011 ・ 드라마 ・ 미국'],1시간 41분
38182,파이어 위드 파이어,2.8,"1,457",['2012 ・ 액션 ・ 미국'],
38192,내 인생을 훔친 사랑스러운 도둑녀,2.7,"3,842",['2013 ・ 드라마 ・ 미국'],
38194,Pas Très Normales Activités,0,0,['2013 ・ 코미디 ・ 프랑스'],
38195,"니나 파타로 ""어 미니 펭귄 프라블럼""",1.5,2,['2011 ・ 애니메이션 ・ 프랑스'],7분
38196,다큐멘터리 오브 AKB48 노 플라워 위드아웃 레인 : 소녀들은 눈물 뒤에 무엇을 보는가?,3.3,35,['2013 ・ 다큐멘터리 ・ 일본'],2시간 8분
38197,다른나라에서,3.3,3만,['2011 ・ 드라마 ・ 한국'],
38198,아빠 어디가,2.4,6,['2015 ・ 단편 ・ 한국'],19분
38202,,0,0,[],
38203,,0,0,[],
38205,유다의 사자 : 부활절 대모험,2.7,"1,334",['2011 ・ 애니메이션 ・ 미국'],
38208,,0,0,[],
38212,지상에서 영원으로 2,3.3,22,['2008 ・ 전쟁 ・ 독일'],1시간 37분
38221,더 게이트키퍼즈,3.8,44,['2012 ・ 다큐멘터리 ・ 이스라엘 ・ 독일 ・ 벨기에 ・ 프랑스'],1시간 35분
38223,,0,0,[],
38225,그림자 수집가,3.4,68,['2012 ・ 판타지 ・ 벨기에 ・ 프랑스'],20분
38234,거꾸로,3.4,147,['2012 ・ 애니메이션 ・ 영국'],11분
38244,극장판 도라에몽 진구의 아프리카 모험 : 베코와 5인의 탐험대,3.4,"3,467",['2014 ・ 모험 ・ 일본'],1시간 49분
38247,노란 코끼리,3.0,"3,336",['2013 ・ 로맨스 ・ 일본'],
38248,Turf,0,0,['2013 ・ 코미디 ・ 프랑스'],1시간 42분
38249,,0,0,[],
38250,,0,0,[],
38251,,0,0,[],
38253,,0,0,[],
38254,,0,0,[],
38255,,0,0,[],
38256,대한민국 1%,2.0,"2,930",['2010 ・ 드라마 ・ 한국'],1시간 45분
38259,,0,0,[],
38260,,0,0,[],
38261,,0,0,[],
38262,,0,0,[],
38264,,0,0,[],
38265,9시 뉴스,3.8,4,['2011 ・ 액션 ・ 한국'],
38267,9시 뉴스,3.8,4,['2011 ・ 액션 ・ 한국'],
38268,신화 라이브 3D 더 레전드 컨티뉴스,4.3,185,['2014 ・ 한국'],1시간 30분
38269,,0,0,[],
38270,,0,0,[],
38272,,0,0,[],
38273,,0,0,[],
38274,초한지: 영웅의 부활,3.1,"6,840",['2012 ・ 액션 ・ 중국'],
38275,,0,0,[],
38276,레이니 데이 인 뉴욕,3.3,"6,528",['2019 ・ 코미디 ・ 미국'],
38277,,0,0,[],
38278,,0,0,[],
38279,어메이징 스파이더맨 2,3.7,42만,['2014 ・ 액션 ・ 미국'],
38280,9시 뉴스,3.8,4,['2011 ・ 액션 ・ 한국'],
38282,,0,0,[],
38283,,0,0,[],
38284,,0,0,[],
38286,투게더,3.6,"3,002",['2002 ・ 드라마 ・ 중국 ・ 한국'],1시간 57분
38290,,0,0,[],
38291,바람의 검심 : 전설의 최후편,3.6,2만,['2014 ・ 액션 ・ 일본'],
38293,,0,0,[],
38294,,0,0,[],
38295,몬티 파이튼과 나: 가짜 자서전,3.5,42,['2012 ・ 애니메이션 ・ 영국'],1시간 25분
38296,학교 가는 길1,3.4,272,['2014 ・ 다큐멘터리 ・ 남아프리카 공화국 ・ 미국 ・ 이라크 ・ 스위스 ・ 루마니아 ・ 라오스'],
38297,,0,0,[],
38298,신의 한 수,3.4,35만,['2014 ・ 범죄 ・ 한국'],
38299,선셋 스토리스,0.8,4,['2012 ・ 드라마 ・ 미국'],1시간 27분
38300,분노의 윤리학,2.6,4만,['2012 ・ 범죄 ・ 한국'],
38301,,0,0,[],
38302,게이봉박두3: Some,3.7,11,['2014 ・ 한국'],
38303,,0,0,[],
38304,생활의 발견,3.2,3만,['2002 ・ 드라마 ・ 한국'],
38306,하이프 네이션 : 힙합 사기꾼,1.8,"1,067",['2013 ・ 드라마 ・ 미국 ・ 한국'],1시간 24분
38307,내 연인의 가족들,2.5,1,['2010 ・ 드라마 ・ 멕시코'],11분
38308,,0,0,[],
38309,웰컴투X-월드,3.9,289,['2019 ・ 다큐멘터리 ・ 한국'],1시간 18분
38310,,0,0,[],
38311,패밀리,1.6,283,['2002 ・ 액션 ・ 한국'],1시간 58분
38312,,0,0,[],
38313,,0,0,[],
38314,,0,0,[],
38315,반지의 제왕 : 왕의 귀환,4.2,55만,['2003 ・ 판타지 ・ 미국 ・ 뉴질랜드 ・ 독일'],
38316,,0,0,[],
38317,,0,0,[],
38318,,0,0,[],
38319,,0,0,[],
38321,연애특종,4.0,1,['1989 ・ 홍콩'],
38322,,0,0,[],
38323,,0,0,[],
38324,,0,0,[],
38325,여보세요,3.7,219,['2018 ・ 드라마 ・ 한국'],39분
38327,,0,0,[],
38328,,0,0,[],
38329,,0,0,[],
38331,,0,0,[],
38332,,0,0,[],
38333,부가정진,3.7,12,['1999 ・ 코미디 ・ 홍콩 ・ 중국'],
38334,,0,0,[],
38335,,0,0,[],
38336,,0,0,[],
38337,,0,0,[],
38338,,0,0,[],
38340,납치 - 요코다 메구미 이야기,3.0,1,['2006 ・ 다큐멘터리 ・ 미국'],1시간 25분
38341,,0,0,[],
38343,,0,0,[],
38344,당신만을 사랑해,2.2,13,['1978 ・ 드라마 ・ 한국'],
38345,,0,0,[],
38346,,0,0,[],
38347,옆집 남자의 물건:크고 아름다워요,0,0,['2017 ・ 성인 ・ 일본'],1시간 00분
38350,,0,0,[],
38351,,0,0,[],
38352,,0,0,[],
38353,,0,0,[],
38354,바이러스,3.3,10,['2019 ・ 드라마 ・ 한국'],
38356,,0,0,[],
38358,,0,0,[],
38359,,0,0,[],
38360,네 얼간이,3.2,736,['2010 ・ 드라마 ・ 영국'],1시간 37분
38361,그녀의 13월,2.5,32,['2011 ・ 드라마 ・ 한국'],
38362,,0,0,[],
38363,,0,0,[],
38365,,0,0,[],
38366,,0,0,[],
38367,2AM: 더 스마일링 맨,2.9,190,['2013 ・ 공포 ・ 미국'],4분
38369,,0,0,[],
38370,,0,0,[],
38371,,0,0,[],
38372,아드레날린,2.7,84,['1996 ・ 액션 ・ 미국'],1시간 17분
38373,,0,0,[],
38374,,0,0,[],
38375,,0,0,[],
38376,,0,0,[],
38377,,0,0,[],
38378,독전,3.6,27만,['2018 ・ 범죄 ・ 한국'],
38379,,0,0,[],
38381,,0,0,[],
38383,가정교사의 맛있는 수업,0,0,['2010 ・ 일본'],1시간 5분
38384,뉴욕 아이 러브 유,3.1,1만,['2008 ・ 로맨틱코미디 ・ 프랑스 ・ 미국'],
38385,,0,0,[],
38386,핀프릭,2.0,79,['2009 ・ 드라마 ・ 헝가리 ・ 스위스'],1시간 33분
38389,배드포드 : 남겨진 사람들,4.0,9,['2008 ・ 다큐멘터리 ・ 미국'],1시간 14분
38397,당신은 여자,4.5,1,['1970 ・ 한국'],
38398,,0,0,[],
38399,퍼펙트,2.9,"3,038",['2013 ・ 액션 ・ 미국'],1시간 47분
38400,,0,0,[],
38401,마차 타고 고래고래,2.5,381,['2016 ・ 드라마 ・ 한국'],
38405,,0,0,[],
38406,극장판 진격의 거인 2기: 각성의 포효,4.0,"2,929",['2018 ・ 애니메이션 ・ 일본'],
38407,,0,0,[],
38408,,0,0,[],
38409,,0,0,[],
38410,,0,0,[],
38411,,0,0,[],
38412,,0,0,[],
38413,,0,0,[],
38414,,0,0,[],
38415,,0,0,[],
38416,,0,0,[],
38417,,0,0,[],
38418,,0,0,[],
38421,트라이건: 배드렌즈 럼블,3.6,"1,731",['2010 ・ 애니메이션 ・ 일본'],1시간 30분
38422,,0,0,[],
38423,,0,0,[],
38424,,0,0,[],
38426,,0,0,[],
38427,,0,0,[],
38428,,0,0,[],
38429,,0,0,[],
38430,,0,0,[],
38431,"내동공간(來同空間), 남동공단",3.1,57,['2015 ・ 다큐멘터리 ・ 한국 ・ 미국'],16분
38432,,0,0,[],
38433,고지라 ・ 모스라 ・ 킹기도라 대괴수 총공격,3.3,136,['2001 ・ 일본'],1시간 45분
38434,,0,0,[],
38435,,0,0,[],
38436,,0,0,[],
38437,,0,0,[],
38439,,0,0,[],
38440,,0,0,[],
38441,리크리에이터,2.2,216,['2012 ・ SF ・ 미국'],
38442,,0,0,[],
38445,,0,0,[],
38447,,0,0,[],
38448,,0,0,[],
38449,,0,0,[],
38450,,0,0,[],
38451,힘내라! 찰리,0,0,['2008 ・ 드라마 ・ 호주'],1시간 32분
38453,말하는 건축 시티:홀,3.2,"3,249",['2013 ・ 다큐멘터리 ・ 한국'],1시간 46분
38454,월하미인2 - 슬픈정사,0,0,['2005 ・ 드라마 ・ 일본'],1시간 12분
38455,,0,0,[],
38457,,0,0,[],
38458,데드 스페이스 - 애프터매스,2.9,360,['2011 ・ 애니메이션 ・ 미국'],1시간 25분
38459,,0,0,[],
38460,,0,0,[],
38461,,0,0,[],
38462,,0,0,[],
38463,빈곤의 얼굴들 3 <가족이 있어서 어렵습니다>,0,0,['2016 ・ 다큐멘터리 ・ 한국'],12분
38464,,0,0,[],
38465,,0,0,[],
38466,"강, 원래 초이스 2 : 사람의 마음을 파내다",3.0,3,['2011 ・ 다큐멘터리 ・ 한국'],13분
38467,,0,0,[],
38468,,0,0,[],
38469,,0,0,[],
38470,,0,0,[],
38471,,0,0,[],
38475,,0,0,[],
38476,,0,0,[],
38477,,0,0,[],
38478,,0,0,[],
38479,,0,0,[],
38480,,0,0,[],
38481,,0,0,[],
38482,,0,0,[],
38492,내 머리 속의 지우개,3.7,55만,['2004 ・ 로맨스 ・ 한국'],
38493,길 3부작: 길 다시 이어야 한다,3.0,1,['1995 ・ 다큐멘터리 ・ 한국'],53분
38494,야시장 3,3.0,4,['1991 ・ 한국'],
38495,,0,0,[],
38496,,0,0,[],
38497,굿나잇 미스터 리,2.8,68,['2015 ・ 드라마 ・ 한국'],24분
38499,,0,0,[],
38500,,0,0,[],
38501,말레피센트,3.6,39만,['2014 ・ 액션 ・ 미국'],
38508,천상의 길 차마고도 극장판,3.7,"2,038",['2008 ・ 다큐멘터리 ・ 한국'],
38511,세계의 끝,3.7,12,['1929 ・ 다큐멘터리 ・ 프랑스'],2시간 12분
38512,왜 독립영화 감독들은 DVD를 주지 않는가?,3.7,"6,460",['2013 ・ 코미디 ・ 한국'],27분
38513,,0,0,[],
38514,,0,0,[],
38515,,0,0,[],
38516,,0,0,[],
38517,히든 피어,0,0,['1993 ・ 스릴러 ・ 미국'],1시간 30분
38518,모녀 기타,4.0,1,['1964 ・ 한국'],
38519,,0,0,[],
38520,코리아 강남스타일,3.3,6,['2013 ・ 로맨스 ・ 한국'],
38521,,0,0,[],
38522,,0,0,[],
38523,,0,0,[],
38525,스프링 브레이커스,2.6,"3,526",['2012 ・ 범죄 ・ 미국 ・ 프랑스'],
38531,해피엔딩 네버엔딩,2.7,"1,341",['2013 ・ 로맨틱코미디 ・ 프랑스'],1시간 52분
38532,베르세르크 황금시대편 3—강림,3.8,2만,['2012 ・ 판타지 ・ 일본'],1시간 59분
38534,,0,0,[],
38535,,0,0,[],
38536,,0,0,[],
38537,,0,0,[],
38538,No Te Va Gustar - Mvd 050305,0,0,['2005 ・ 다큐멘터리'],
38539,작은 여자 큰 여자 그 사이에 낀 남자 - 에피소드 2,2.5,1,['2006 ・ 한국'],
38540,,0,0,[],
38541,,0,0,[],
38546,지구대참사,2.3,19,['2008 ・ 재난 ・ 독일'],1시간 30분
38547,우리 혼자 산다,4.0,3,['2015 ・ 다큐멘터리 ・ 한국'],8분
38548,,0,0,[],
38549,,0,0,[],
38559,지슬 - 끝나지 않은 세월2,3.8,3만,['2012 ・ 드라마 ・ 한국'],1시간 48분
38560,,0,0,[],
38561,간음:위험한 유부녀들,0,0,['2007'],
38563,,0,0,[],
38565,가문의 영광 4 - 가문의 수난,2.2,5만,['2011 ・ 코미디 ・ 한국'],1시간 43분
38566,그림자들의 섬,3.6,621,['2014 ・ 다큐멘터리 ・ 한국'],
38568,,0,0,[],
38569,,0,0,[],
38570,꽃비,2.3,49,['2010 ・ 드라마 ・ 한국'],1시간 19분
38571,,0,0,[],
38572,,0,0,[],
38573,카페,2.9,718,['2011 ・ 드라마 ・ 미국'],1시간 42분
38576,,0,0,[],
38582,,0,0,[],
38583,,0,0,[],
38584,,0,0,[],
38585,6D 극장,3.1,40,['2015 ・ 드라마 ・ 한국'],22분
38587,그녀의 13월,2.5,32,['2011 ・ 드라마 ・ 한국'],
38589,괜찮아 3반,2.9,"1,543",['2013 ・ 드라마 ・ 일본'],
38598,,0,0,[],
38599,,0,0,[],
38600,내 연적의 모든 것,3.3,48,['2018 ・ 드라마 ・ 한국'],1시간 3분
38601,,0,0,[],
38602,아드레날린 24,3.4,13만,['2006 ・ 액션 ・ 미국'],
38603,두 번 벗은 형수님,0,0,['2012 ・ 일본'],1시간 1분
38604,,0,0,[],
38605,거울앞의 정사,0,0,['2015 ・ 일본'],1시간 2분
38606,The UFO Incident,0,0,['1975'],
38610,,0,0,[],
38611,아이들...,3.0,13만,['2011 ・ 드라마 ・ 한국'],
38612,당나귀,2.8,2,['2011 ・ 드라마 ・ 멕시코'],1시간 33분
38618,오즈의 마법사: 그레이트 매직,3.0,16,['2011 ・ 판타지 ・ 미국'],1시간 30분
38619,리게아의 무덤,3.1,36,['1965 ・ 미국'],1시간 21분
38632,파리 5구의 여인,2.5,"2,068",['2011 ・ 로맨스 ・ 프랑스 ・ 영국 ・ 폴란드'],1시간 25분
38636,대학 신입생 오달자의 봄,3.2,9,['1983 ・ 한국'],
38637,,0,0,[],
38641,미친 사랑,2.6,67,['2019 ・ 드라마 ・ 한국'],
38644,,0,0,[],
38645,,0,0,[],
38646,,0,0,[],
38647,항구 8번가,0,0,['1969 ・ 한국'],
38648,,0,0,[],
38649,레볼루션 아일랜드,2.4,624,['2008 ・ SF ・ 러시아'],
38653,아스팔트 플레이그라운드,0,0,['2012 ・ 코미디 ・ 프랑스'],1시간 39분
38660,,0,0,[],
38664,,0,0,[],
38665,,0,0,[],
38666,,0,0,[],
38667,진격의 거인 파트 1,2.5,1만,['2015 ・ SF ・ 일본'],
38668,,0,0,[],
38669,,0,0,[],
38672,새벽이 오기를,1.2,24,['2012 ・ 공포 ・ 미국'],1시간 18분
38674,,0,0,[],
38675,,0,0,[],
38676,인간 김정일,2.7,8,['2011 ・ 다큐멘터리 ・ 프랑스 ・ 한국'],52분
38683,,0,0,[],
38686,,0,0,[],
38688,,0,0,[],
38689,,0,0,[],
38691,익스트림 시티,0,0,['2010 ・ 미국'],
38692,,0,0,[],
38693,,0,0,[],
38696,,0,0,[],
38697,여성주의 딴따라가 노래를 한다,0,0,['2001 ・ 한국'],25분
38698,,0,0,[],
38699,,0,0,[],
38700,,0,0,[],
38701,,0,0,[],
38703,Live Show,0,0,['2000 ・ 드라마 ・ 필리핀'],1시간 50분
38704,와일드 체리,2.0,66,['2009 ・ 코미디 ・ 캐나다 ・ 미국'],2시간 00분
38705,50 Greatest Home Runs in Baseball History,0,0,['1993 ・ 다큐멘터리'],
38706,1월의 두 얼굴,2.9,"1,871",['2014 ・ 로맨스 ・ 영국 ・ 프랑스 ・ 미국'],
38707,동키,3.0,1,['2010 ・ 액션 ・ 캐나다'],1시간 30분
38712,,0,0,[],
38714,맘마미아!,3.8,59만,['2008 ・ 코미디 ・ 미국 ・ 영국 ・ 독일'],
38715,생존의 기술,3.4,12,['2020 ・ 다큐멘터리 ・ 이란 ・ 독일'],1시간 27분
38716,,0,0,[],
38717,,0,0,[],
38718,20세기 소년,2.6,2만,['2008 ・ 판타지 ・ 일본'],2시간 21분
38719,,0,0,[],
38720,,0,0,[],
38721,Live Action Toy Story,0,0,['2013'],1시간 20분
38723,,0,0,[],
38729,엽문 3,3.3,3만,['2010 ・ 액션 ・ 홍콩'],
38731,퍼니퍼니,0,0,['2010 ・ 코미디 ・ 벨기에 ・ 일본'],1시간 24분
38736,데 쟝 끼 썽브라스,2.0,2,['2013 ・ 프랑스'],
38737,몰텐 티,0,0,['2014 ・ 미국'],4분
38738,투 마더스,2.7,3만,['2013 ・ 드라마 ・ 호주 ・ 프랑스'],
38740,베르세르크 황금시대편 2—도루도레이 공략,3.8,1만,['2012 ・ 애니메이션 ・ 일본'],1시간 35분
38742,,0,0,[],
38743,신혼부부 러브 다이어리 2,5.0,1,['2011 ・ 로맨스 ・ 일본'],1시간 11분
38746,,0,0,[],
38747,가라오케 걸,2.6,4,['2013 ・ 드라마 ・ 태국'],1시간 17분
38748,관성,2.9,13,['2013 ・ 드라마 ・ 멕시코'],1시간 40분
38749,깃털,3.0,24,['2013 ・ 드라마 ・ 일본'],1시간 28분
38751,맘메이 아저씨,2.7,13,['2012 ・ 드라마 ・ 필리핀'],1시간 15분
38753,피지 99도의 사랑,0,0,['2014 ・ 로맨스 ・ 중국'],
38755,,0,0,[],
38756,51 디그리,0,0,['2013 ・ 드라마 ・ 영국'],
38781,,0,0,[],
38784,고령화가족,3.0,14만,['2013 ・ 드라마 ・ 한국'],
